judge,face,cond,C1,C2,rating
65,7,B,0.25,-0.5,7
66,10,B,0.25,-0.5,2
20,10,B,0.25,-0.5,5
22,10,B,0.25,-0.5,5
69,10,B,0.25,-0.5,3
7,10,B,0.25,-0.5,3
41,10,B,0.25,-0.5,3
60,10,B,0.25,-0.5,3
19,10,B,0.25,-0.5,1
59,10,B,0.25,-0.5,5
15,10,B,0.25,-0.5,5
51,10,B,0.25,-0.5,1
8,10,B,0.25,-0.5,3
32,10,B,0.25,-0.5,5
6,10,B,0.25,-0.5,2
28,10,B,0.25,-0.5,3
10,10,B,0.25,-0.5,2
26,10,B,0.25,-0.5,5
53,10,B,0.25,-0.5,3
46,10,B,0.25,-0.5,4
24,10,B,0.25,-0.5,3
34,10,B,0.25,-0.5,1
16,10,B,0.25,-0.5,4
58,10,B,0.25,-0.5,2
12,10,B,0.25,-0.5,4
39,10,B,0.25,-0.5,4
38,10,B,0.25,-0.5,5
37,10,B,0.25,-0.5,3
43,10,B,0.25,-0.5,1
3,10,B,0.25,-0.5,4
54,10,B,0.25,-0.5,4
11,10,B,0.25,-0.5,2
61,10,B,0.25,-0.5,4
13,10,B,0.25,-0.5,1
70,10,B,0.25,-0.5,4
44,10,B,0.25,-0.5,6
14,10,B,0.25,-0.5,2
17,10,B,0.25,-0.5,5
27,10,B,0.25,-0.5,7
55,10,B,0.25,-0.5,4
36,10,B,0.25,-0.5,3
5,10,B,0.25,-0.5,7
21,10,B,0.25,-0.5,3
48,10,B,0.25,-0.5,1
23,10,B,0.25,-0.5,2
2,10,B,0.25,-0.5,7
35,10,B,0.25,-0.5,3
1,10,B,0.25,-0.5,4
67,10,B,0.25,-0.5,5
29,10,B,0.25,-0.5,6
52,10,B,0.25,-0.5,2
62,10,B,0.25,-0.5,6
50,10,B,0.25,-0.5,2
4,10,B,0.25,-0.5,6
9,10,B,0.25,-0.5,4
56,10,B,0.25,-0.5,4
49,10,B,0.25,-0.5,1
64,10,B,0.25,-0.5,1
47,10,B,0.25,-0.5,1
68,10,B,0.25,-0.5,1
63,10,B,0.25,-0.5,2
42,10,B,0.25,-0.5,3
31,10,B,0.25,-0.5,7
33,10,B,0.25,-0.5,1
57,10,B,0.25,-0.5,2
25,10,B,0.25,-0.5,3
45,10,B,0.25,-0.5,2
30,10,B,0.25,-0.5,4
18,10,B,0.25,-0.5,1
40,10,B,0.25,-0.5,5
65,10,B,0.25,-0.5,3
66,11,B,0.25,-0.5,2
20,11,B,0.25,-0.5,7
22,11,B,0.25,-0.5,4
69,11,B,0.25,-0.5,1
7,11,B,0.25,-0.5,2
41,11,B,0.25,-0.5,2
60,11,B,0.25,-0.5,5
19,11,B,0.25,-0.5,1
59,11,B,0.25,-0.5,3
15,11,B,0.25,-0.5,2
51,11,B,0.25,-0.5,5
8,11,B,0.25,-0.5,4
32,11,B,0.25,-0.5,3
6,11,B,0.25,-0.5,1
28,11,B,0.25,-0.5,4
10,11,B,0.25,-0.5,2
26,11,B,0.25,-0.5,4
53,11,B,0.25,-0.5,5
46,11,B,0.25,-0.5,4
24,11,B,0.25,-0.5,1
34,11,B,0.25,-0.5,1
16,11,B,0.25,-0.5,4
58,11,B,0.25,-0.5,1
12,11,B,0.25,-0.5,1
39,11,B,0.25,-0.5,2
38,11,B,0.25,-0.5,2
37,11,B,0.25,-0.5,5
43,11,B,0.25,-0.5,2
3,11,B,0.25,-0.5,2
54,11,B,0.25,-0.5,6
11,11,B,0.25,-0.5,2
61,11,B,0.25,-0.5,6
13,11,B,0.25,-0.5,1
70,11,B,0.25,-0.5,3
44,11,B,0.25,-0.5,3
14,11,B,0.25,-0.5,2
17,11,B,0.25,-0.5,1
27,11,B,0.25,-0.5,5
55,11,B,0.25,-0.5,6
36,11,B,0.25,-0.5,3
5,11,B,0.25,-0.5,6
21,11,B,0.25,-0.5,2
48,11,B,0.25,-0.5,1
23,11,B,0.25,-0.5,2
2,11,B,0.25,-0.5,2
35,11,B,0.25,-0.5,6
1,11,B,0.25,-0.5,5
67,11,B,0.25,-0.5,6
29,11,B,0.25,-0.5,5
52,11,B,0.25,-0.5,5
62,11,B,0.25,-0.5,7
50,11,B,0.25,-0.5,1
4,11,B,0.25,-0.5,5
9,11,B,0.25,-0.5,2
56,11,B,0.25,-0.5,3
49,11,B,0.25,-0.5,3
64,11,B,0.25,-0.5,2
47,11,B,0.25,-0.5,2
68,11,B,0.25,-0.5,1
63,11,B,0.25,-0.5,1
42,11,B,0.25,-0.5,6
31,11,B,0.25,-0.5,3
33,11,B,0.25,-0.5,1
57,11,B,0.25,-0.5,6
25,11,B,0.25,-0.5,4
45,11,B,0.25,-0.5,4
30,11,B,0.25,-0.5,4
18,11,B,0.25,-0.5,6
40,11,B,0.25,-0.5,5
65,11,B,0.25,-0.5,1
66,12,B,0.25,-0.5,1
20,12,B,0.25,-0.5,3
22,12,B,0.25,-0.5,6
69,12,B,0.25,-0.5,1
7,12,B,0.25,-0.5,1
41,12,B,0.25,-0.5,1
60,12,B,0.25,-0.5,2
19,12,B,0.25,-0.5,1
59,12,B,0.25,-0.5,1
15,12,B,0.25,-0.5,1
51,12,B,0.25,-0.5,1
8,12,B,0.25,-0.5,3
32,12,B,0.25,-0.5,3
6,12,B,0.25,-0.5,1
28,12,B,0.25,-0.5,2
10,12,B,0.25,-0.5,1
26,12,B,0.25,-0.5,2
53,12,B,0.25,-0.5,1
46,12,B,0.25,-0.5,3
24,12,B,0.25,-0.5,1
34,12,B,0.25,-0.5,1
16,12,B,0.25,-0.5,1
58,12,B,0.25,-0.5,1
12,12,B,0.25,-0.5,3
39,12,B,0.25,-0.5,3
38,12,B,0.25,-0.5,1
37,12,B,0.25,-0.5,2
43,12,B,0.25,-0.5,1
3,12,B,0.25,-0.5,1
54,12,B,0.25,-0.5,2
11,12,B,0.25,-0.5,1
61,12,B,0.25,-0.5,1
13,12,B,0.25,-0.5,1
70,12,B,0.25,-0.5,1
44,12,B,0.25,-0.5,4
14,12,B,0.25,-0.5,2
17,12,B,0.25,-0.5,3
27,12,B,0.25,-0.5,2
55,12,B,0.25,-0.5,4
36,12,B,0.25,-0.5,3
5,12,B,0.25,-0.5,1
21,12,B,0.25,-0.5,1
48,12,B,0.25,-0.5,2
23,12,B,0.25,-0.5,2
2,12,B,0.25,-0.5,3
35,12,B,0.25,-0.5,1
1,12,B,0.25,-0.5,5
67,12,B,0.25,-0.5,1
29,12,B,0.25,-0.5,6
52,12,B,0.25,-0.5,2
62,12,B,0.25,-0.5,1
50,12,B,0.25,-0.5,2
4,12,B,0.25,-0.5,3
9,12,B,0.25,-0.5,1
56,12,B,0.25,-0.5,1
49,12,B,0.25,-0.5,1
64,12,B,0.25,-0.5,1
47,12,B,0.25,-0.5,3
68,12,B,0.25,-0.5,1
63,12,B,0.25,-0.5,2
42,12,B,0.25,-0.5,2
31,12,B,0.25,-0.5,3
33,12,B,0.25,-0.5,1
57,12,B,0.25,-0.5,1
25,12,B,0.25,-0.5,3
45,12,B,0.25,-0.5,1
30,12,B,0.25,-0.5,4
18,12,B,0.25,-0.5,1
40,12,B,0.25,-0.5,2
65,12,B,0.25,-0.5,3
66,15,B,0.25,-0.5,4
20,15,B,0.25,-0.5,3
22,15,B,0.25,-0.5,5
69,15,B,0.25,-0.5,6
7,15,B,0.25,-0.5,2
41,15,B,0.25,-0.5,4
60,15,B,0.25,-0.5,2
19,15,B,0.25,-0.5,2
59,15,B,0.25,-0.5,4
15,15,B,0.25,-0.5,3
51,15,B,0.25,-0.5,2
8,15,B,0.25,-0.5,4
32,15,B,0.25,-0.5,4
6,15,B,0.25,-0.5,1
28,15,B,0.25,-0.5,4
10,15,B,0.25,-0.5,2
26,15,B,0.25,-0.5,2
53,15,B,0.25,-0.5,1
46,15,B,0.25,-0.5,3
24,15,B,0.25,-0.5,2
34,15,B,0.25,-0.5,1
16,15,B,0.25,-0.5,5
58,15,B,0.25,-0.5,1
12,15,B,0.25,-0.5,1
39,15,B,0.25,-0.5,4
38,15,B,0.25,-0.5,5
37,15,B,0.25,-0.5,5
43,15,B,0.25,-0.5,3
3,15,B,0.25,-0.5,3
54,15,B,0.25,-0.5,3
11,15,B,0.25,-0.5,1
61,15,B,0.25,-0.5,2
13,15,B,0.25,-0.5,4
70,15,B,0.25,-0.5,4
44,15,B,0.25,-0.5,6
14,15,B,0.25,-0.5,2
17,15,B,0.25,-0.5,1
27,15,B,0.25,-0.5,6
55,15,B,0.25,-0.5,4
36,15,B,0.25,-0.5,3
5,15,B,0.25,-0.5,2
21,15,B,0.25,-0.5,1
48,15,B,0.25,-0.5,1
23,15,B,0.25,-0.5,3
2,15,B,0.25,-0.5,2
35,15,B,0.25,-0.5,4
1,15,B,0.25,-0.5,6
67,15,B,0.25,-0.5,4
29,15,B,0.25,-0.5,5
52,15,B,0.25,-0.5,6
62,15,B,0.25,-0.5,5
50,15,B,0.25,-0.5,1
4,15,B,0.25,-0.5,3
9,15,B,0.25,-0.5,1
56,15,B,0.25,-0.5,3
49,15,B,0.25,-0.5,3
64,15,B,0.25,-0.5,1
47,15,B,0.25,-0.5,4
68,15,B,0.25,-0.5,1
63,15,B,0.25,-0.5,1
42,15,B,0.25,-0.5,3
31,15,B,0.25,-0.5,2
33,15,B,0.25,-0.5,1
57,15,B,0.25,-0.5,6
25,15,B,0.25,-0.5,3
45,15,B,0.25,-0.5,1
30,15,B,0.25,-0.5,5
18,15,B,0.25,-0.5,5
40,15,B,0.25,-0.5,3
65,15,B,0.25,-0.5,5
66,18,B,0.25,-0.5,2
20,18,B,0.25,-0.5,3
22,18,B,0.25,-0.5,4
69,18,B,0.25,-0.5,2
7,18,B,0.25,-0.5,1
41,18,B,0.25,-0.5,2
60,18,B,0.25,-0.5,3
19,18,B,0.25,-0.5,1
59,18,B,0.25,-0.5,1
15,18,B,0.25,-0.5,5
51,18,B,0.25,-0.5,3
8,18,B,0.25,-0.5,4
32,18,B,0.25,-0.5,2
6,18,B,0.25,-0.5,1
28,18,B,0.25,-0.5,4
10,18,B,0.25,-0.5,2
26,18,B,0.25,-0.5,6
53,18,B,0.25,-0.5,1
46,18,B,0.25,-0.5,3
24,18,B,0.25,-0.5,1
34,18,B,0.25,-0.5,1
16,18,B,0.25,-0.5,3
58,18,B,0.25,-0.5,1
12,18,B,0.25,-0.5,2
39,18,B,0.25,-0.5,3
38,18,B,0.25,-0.5,2
37,18,B,0.25,-0.5,5
43,18,B,0.25,-0.5,1
3,18,B,0.25,-0.5,1
54,18,B,0.25,-0.5,1
11,18,B,0.25,-0.5,3
61,18,B,0.25,-0.5,5
13,18,B,0.25,-0.5,1
70,18,B,0.25,-0.5,3
44,18,B,0.25,-0.5,7
14,18,B,0.25,-0.5,2
17,18,B,0.25,-0.5,3
27,18,B,0.25,-0.5,1
55,18,B,0.25,-0.5,3
36,18,B,0.25,-0.5,2
5,18,B,0.25,-0.5,1
21,18,B,0.25,-0.5,4
48,18,B,0.25,-0.5,3
23,18,B,0.25,-0.5,2
2,18,B,0.25,-0.5,4
35,18,B,0.25,-0.5,5
1,18,B,0.25,-0.5,6
67,18,B,0.25,-0.5,3
29,18,B,0.25,-0.5,6
52,18,B,0.25,-0.5,2
62,18,B,0.25,-0.5,2
50,18,B,0.25,-0.5,5
4,18,B,0.25,-0.5,4
9,18,B,0.25,-0.5,3
56,18,B,0.25,-0.5,5
49,18,B,0.25,-0.5,4
64,18,B,0.25,-0.5,2
47,18,B,0.25,-0.5,4
68,18,B,0.25,-0.5,1
63,18,B,0.25,-0.5,2
42,18,B,0.25,-0.5,4
31,18,B,0.25,-0.5,3
33,18,B,0.25,-0.5,1
57,18,B,0.25,-0.5,2
25,18,B,0.25,-0.5,4
45,18,B,0.25,-0.5,1
30,18,B,0.25,-0.5,5
18,18,B,0.25,-0.5,1
40,18,B,0.25,-0.5,3
65,18,B,0.25,-0.5,4
66,20,B,0.25,-0.5,2
20,20,B,0.25,-0.5,4
22,20,B,0.25,-0.5,4
69,20,B,0.25,-0.5,3
7,20,B,0.25,-0.5,2
41,20,B,0.25,-0.5,1
60,20,B,0.25,-0.5,3
19,20,B,0.25,-0.5,1
59,20,B,0.25,-0.5,1
15,20,B,0.25,-0.5,5
51,20,B,0.25,-0.5,1
8,20,B,0.25,-0.5,3
32,20,B,0.25,-0.5,1
6,20,B,0.25,-0.5,1
28,20,B,0.25,-0.5,3
10,20,B,0.25,-0.5,1
26,20,B,0.25,-0.5,5
53,20,B,0.25,-0.5,1
46,20,B,0.25,-0.5,2
24,20,B,0.25,-0.5,1
34,20,B,0.25,-0.5,1
16,20,B,0.25,-0.5,1
58,20,B,0.25,-0.5,1
12,20,B,0.25,-0.5,2
39,20,B,0.25,-0.5,5
38,20,B,0.25,-0.5,3
37,20,B,0.25,-0.5,6
43,20,B,0.25,-0.5,3
3,20,B,0.25,-0.5,1
54,20,B,0.25,-0.5,1
11,20,B,0.25,-0.5,2
61,20,B,0.25,-0.5,3
13,20,B,0.25,-0.5,1
70,20,B,0.25,-0.5,1
44,20,B,0.25,-0.5,6
14,20,B,0.25,-0.5,2
17,20,B,0.25,-0.5,1
27,20,B,0.25,-0.5,2
55,20,B,0.25,-0.5,3
36,20,B,0.25,-0.5,3
5,20,B,0.25,-0.5,1
21,20,B,0.25,-0.5,1
48,20,B,0.25,-0.5,1
23,20,B,0.25,-0.5,2
2,20,B,0.25,-0.5,1
35,20,B,0.25,-0.5,1
1,20,B,0.25,-0.5,5
67,20,B,0.25,-0.5,2
29,20,B,0.25,-0.5,2
52,20,B,0.25,-0.5,2
62,20,B,0.25,-0.5,3
50,20,B,0.25,-0.5,2
4,20,B,0.25,-0.5,5
9,20,B,0.25,-0.5,2
56,20,B,0.25,-0.5,2
49,20,B,0.25,-0.5,4
64,20,B,0.25,-0.5,1
47,20,B,0.25,-0.5,2
68,20,B,0.25,-0.5,1
63,20,B,0.25,-0.5,2
42,20,B,0.25,-0.5,4
31,20,B,0.25,-0.5,4
33,20,B,0.25,-0.5,1
57,20,B,0.25,-0.5,1
25,20,B,0.25,-0.5,3
45,20,B,0.25,-0.5,1
30,20,B,0.25,-0.5,5
18,20,B,0.25,-0.5,1
40,20,B,0.25,-0.5,2
65,20,B,0.25,-0.5,3
66,27,B,0.25,-0.5,2
20,27,B,0.25,-0.5,6
22,27,B,0.25,-0.5,5
69,27,B,0.25,-0.5,5
7,27,B,0.25,-0.5,2
41,27,B,0.25,-0.5,2
60,27,B,0.25,-0.5,5
19,27,B,0.25,-0.5,3
59,27,B,0.25,-0.5,4
15,27,B,0.25,-0.5,5
51,27,B,0.25,-0.5,5
8,27,B,0.25,-0.5,6
32,27,B,0.25,-0.5,6
6,27,B,0.25,-0.5,3
28,27,B,0.25,-0.5,3
10,27,B,0.25,-0.5,6
26,27,B,0.25,-0.5,5
53,27,B,0.25,-0.5,3
46,27,B,0.25,-0.5,4
24,27,B,0.25,-0.5,4
34,27,B,0.25,-0.5,6
16,27,B,0.25,-0.5,2
58,27,B,0.25,-0.5,4
12,27,B,0.25,-0.5,3
39,27,B,0.25,-0.5,4
38,27,B,0.25,-0.5,4
37,27,B,0.25,-0.5,5
43,27,B,0.25,-0.5,4
3,27,B,0.25,-0.5,4
54,27,B,0.25,-0.5,6
11,27,B,0.25,-0.5,1
61,27,B,0.25,-0.5,4
13,27,B,0.25,-0.5,4
70,27,B,0.25,-0.5,5
44,27,B,0.25,-0.5,7
14,27,B,0.25,-0.5,2
17,27,B,0.25,-0.5,1
27,27,B,0.25,-0.5,5
55,27,B,0.25,-0.5,3
36,27,B,0.25,-0.5,5
5,27,B,0.25,-0.5,6
21,27,B,0.25,-0.5,2
48,27,B,0.25,-0.5,2
23,27,B,0.25,-0.5,4
2,27,B,0.25,-0.5,7
35,27,B,0.25,-0.5,5
1,27,B,0.25,-0.5,5
67,27,B,0.25,-0.5,6
29,27,B,0.25,-0.5,5
52,27,B,0.25,-0.5,4
62,27,B,0.25,-0.5,6
50,27,B,0.25,-0.5,3
4,27,B,0.25,-0.5,5
9,27,B,0.25,-0.5,4
56,27,B,0.25,-0.5,7
49,27,B,0.25,-0.5,2
64,27,B,0.25,-0.5,1
47,27,B,0.25,-0.5,4
68,27,B,0.25,-0.5,2
63,27,B,0.25,-0.5,2
42,27,B,0.25,-0.5,3
31,27,B,0.25,-0.5,3
33,27,B,0.25,-0.5,5
57,27,B,0.25,-0.5,5
25,27,B,0.25,-0.5,4
45,27,B,0.25,-0.5,2
30,27,B,0.25,-0.5,5
18,27,B,0.25,-0.5,6
40,27,B,0.25,-0.5,2
65,27,B,0.25,-0.5,4
66,29,B,0.25,-0.5,2
20,29,B,0.25,-0.5,4
22,29,B,0.25,-0.5,6
69,29,B,0.25,-0.5,1
7,29,B,0.25,-0.5,1
41,29,B,0.25,-0.5,2
60,29,B,0.25,-0.5,2
19,29,B,0.25,-0.5,3
59,29,B,0.25,-0.5,3
15,29,B,0.25,-0.5,3
51,29,B,0.25,-0.5,5
8,29,B,0.25,-0.5,1
32,29,B,0.25,-0.5,2
6,29,B,0.25,-0.5,1
28,29,B,0.25,-0.5,3
10,29,B,0.25,-0.5,1
26,29,B,0.25,-0.5,2
53,29,B,0.25,-0.5,1
46,29,B,0.25,-0.5,2
24,29,B,0.25,-0.5,1
34,29,B,0.25,-0.5,1
16,29,B,0.25,-0.5,3
58,29,B,0.25,-0.5,1
12,29,B,0.25,-0.5,3
39,29,B,0.25,-0.5,5
38,29,B,0.25,-0.5,3
37,29,B,0.25,-0.5,6
43,29,B,0.25,-0.5,1
3,29,B,0.25,-0.5,1
54,29,B,0.25,-0.5,1
11,29,B,0.25,-0.5,2
61,29,B,0.25,-0.5,1
13,29,B,0.25,-0.5,1
70,29,B,0.25,-0.5,1
44,29,B,0.25,-0.5,4
14,29,B,0.25,-0.5,2
17,29,B,0.25,-0.5,1
27,29,B,0.25,-0.5,1
55,29,B,0.25,-0.5,3
36,29,B,0.25,-0.5,3
5,29,B,0.25,-0.5,1
21,29,B,0.25,-0.5,2
48,29,B,0.25,-0.5,1
23,29,B,0.25,-0.5,2
2,29,B,0.25,-0.5,1
35,29,B,0.25,-0.5,1
1,29,B,0.25,-0.5,3
67,29,B,0.25,-0.5,1
29,29,B,0.25,-0.5,6
52,29,B,0.25,-0.5,2
62,29,B,0.25,-0.5,1
50,29,B,0.25,-0.5,1
4,29,B,0.25,-0.5,3
9,29,B,0.25,-0.5,1
56,29,B,0.25,-0.5,2
49,29,B,0.25,-0.5,2
64,29,B,0.25,-0.5,1
47,29,B,0.25,-0.5,2
68,29,B,0.25,-0.5,1
63,29,B,0.25,-0.5,2
42,29,B,0.25,-0.5,1
31,29,B,0.25,-0.5,7
33,29,B,0.25,-0.5,1
57,29,B,0.25,-0.5,3
25,29,B,0.25,-0.5,3
45,29,B,0.25,-0.5,1
30,29,B,0.25,-0.5,4
18,29,B,0.25,-0.5,5
40,29,B,0.25,-0.5,2
65,29,B,0.25,-0.5,1
66,30,B,0.25,-0.5,4
20,30,B,0.25,-0.5,7
22,30,B,0.25,-0.5,1
69,30,B,0.25,-0.5,5
7,30,B,0.25,-0.5,2
41,30,B,0.25,-0.5,6
60,30,B,0.25,-0.5,2
19,30,B,0.25,-0.5,3
59,30,B,0.25,-0.5,6
15,30,B,0.25,-0.5,6
51,30,B,0.25,-0.5,5
8,30,B,0.25,-0.5,5
32,30,B,0.25,-0.5,1
6,30,B,0.25,-0.5,1
28,30,B,0.25,-0.5,3
10,30,B,0.25,-0.5,2
26,30,B,0.25,-0.5,3
53,30,B,0.25,-0.5,2
46,30,B,0.25,-0.5,6
24,30,B,0.25,-0.5,2
34,30,B,0.25,-0.5,7
16,30,B,0.25,-0.5,3
58,30,B,0.25,-0.5,2
12,30,B,0.25,-0.5,2
39,30,B,0.25,-0.5,4
38,30,B,0.25,-0.5,3
37,30,B,0.25,-0.5,6
43,30,B,0.25,-0.5,2
3,30,B,0.25,-0.5,4
54,30,B,0.25,-0.5,4
11,30,B,0.25,-0.5,4
61,30,B,0.25,-0.5,5
13,30,B,0.25,-0.5,1
70,30,B,0.25,-0.5,3
44,30,B,0.25,-0.5,6
14,30,B,0.25,-0.5,2
17,30,B,0.25,-0.5,1
27,30,B,0.25,-0.5,7
55,30,B,0.25,-0.5,5
36,30,B,0.25,-0.5,3
5,30,B,0.25,-0.5,2
21,30,B,0.25,-0.5,2
48,30,B,0.25,-0.5,3
23,30,B,0.25,-0.5,2
2,30,B,0.25,-0.5,6
35,30,B,0.25,-0.5,7
1,30,B,0.25,-0.5,5
67,30,B,0.25,-0.5,4
29,30,B,0.25,-0.5,5
52,30,B,0.25,-0.5,3
62,30,B,0.25,-0.5,5
50,30,B,0.25,-0.5,4
4,30,B,0.25,-0.5,4
9,30,B,0.25,-0.5,1
56,30,B,0.25,-0.5,5
49,30,B,0.25,-0.5,3
64,30,B,0.25,-0.5,3
47,30,B,0.25,-0.5,4
68,30,B,0.25,-0.5,1
63,30,B,0.25,-0.5,1
42,30,B,0.25,-0.5,4
31,30,B,0.25,-0.5,3
33,30,B,0.25,-0.5,2
57,30,B,0.25,-0.5,3
25,30,B,0.25,-0.5,4
45,30,B,0.25,-0.5,3
30,30,B,0.25,-0.5,4
18,30,B,0.25,-0.5,5
40,30,B,0.25,-0.5,4
65,30,B,0.25,-0.5,3
66,35,B,0.25,-0.5,4
20,35,B,0.25,-0.5,5
22,35,B,0.25,-0.5,5
69,35,B,0.25,-0.5,1
7,35,B,0.25,-0.5,2
41,35,B,0.25,-0.5,6
60,35,B,0.25,-0.5,5
19,35,B,0.25,-0.5,1
59,35,B,0.25,-0.5,6
15,35,B,0.25,-0.5,4
51,35,B,0.25,-0.5,3
8,35,B,0.25,-0.5,5
32,35,B,0.25,-0.5,3
6,35,B,0.25,-0.5,2
28,35,B,0.25,-0.5,4
10,35,B,0.25,-0.5,2
26,35,B,0.25,-0.5,6
53,35,B,0.25,-0.5,4
46,35,B,0.25,-0.5,6
24,35,B,0.25,-0.5,4
34,35,B,0.25,-0.5,5
16,35,B,0.25,-0.5,5
58,35,B,0.25,-0.5,2
12,35,B,0.25,-0.5,4
39,35,B,0.25,-0.5,3
38,35,B,0.25,-0.5,4
37,35,B,0.25,-0.5,6
43,35,B,0.25,-0.5,6
3,35,B,0.25,-0.5,7
54,35,B,0.25,-0.5,6
11,35,B,0.25,-0.5,4
61,35,B,0.25,-0.5,6
13,35,B,0.25,-0.5,6
70,35,B,0.25,-0.5,6
44,35,B,0.25,-0.5,6
14,35,B,0.25,-0.5,2
17,35,B,0.25,-0.5,5
27,35,B,0.25,-0.5,6
55,35,B,0.25,-0.5,4
36,35,B,0.25,-0.5,5
5,35,B,0.25,-0.5,5
21,35,B,0.25,-0.5,2
48,35,B,0.25,-0.5,2
23,35,B,0.25,-0.5,3
2,35,B,0.25,-0.5,2
35,35,B,0.25,-0.5,6
1,35,B,0.25,-0.5,6
67,35,B,0.25,-0.5,5
29,35,B,0.25,-0.5,5
52,35,B,0.25,-0.5,5
62,35,B,0.25,-0.5,7
50,35,B,0.25,-0.5,7
4,35,B,0.25,-0.5,6
9,35,B,0.25,-0.5,5
56,35,B,0.25,-0.5,6
49,35,B,0.25,-0.5,5
64,35,B,0.25,-0.5,1
47,35,B,0.25,-0.5,3
68,35,B,0.25,-0.5,7
63,35,B,0.25,-0.5,1
42,35,B,0.25,-0.5,5
31,35,B,0.25,-0.5,3
33,35,B,0.25,-0.5,3
57,35,B,0.25,-0.5,6
25,35,B,0.25,-0.5,5
45,35,B,0.25,-0.5,4
30,35,B,0.25,-0.5,5
18,35,B,0.25,-0.5,5
40,35,B,0.25,-0.5,5
65,35,B,0.25,-0.5,6
66,36,B,0.25,-0.5,3
20,36,B,0.25,-0.5,4
22,36,B,0.25,-0.5,5
69,36,B,0.25,-0.5,2
7,36,B,0.25,-0.5,2
41,36,B,0.25,-0.5,2
60,36,B,0.25,-0.5,3
19,36,B,0.25,-0.5,1
59,36,B,0.25,-0.5,5
15,36,B,0.25,-0.5,2
51,36,B,0.25,-0.5,5
8,36,B,0.25,-0.5,3
32,36,B,0.25,-0.5,4
6,36,B,0.25,-0.5,1
28,36,B,0.25,-0.5,3
10,36,B,0.25,-0.5,2
26,36,B,0.25,-0.5,6
53,36,B,0.25,-0.5,1
46,36,B,0.25,-0.5,2
24,36,B,0.25,-0.5,4
34,36,B,0.25,-0.5,1
16,36,B,0.25,-0.5,2
58,36,B,0.25,-0.5,1
12,36,B,0.25,-0.5,2
39,36,B,0.25,-0.5,2
38,36,B,0.25,-0.5,3
37,36,B,0.25,-0.5,4
43,36,B,0.25,-0.5,2
3,36,B,0.25,-0.5,6
54,36,B,0.25,-0.5,1
11,36,B,0.25,-0.5,1
61,36,B,0.25,-0.5,4
13,36,B,0.25,-0.5,1
70,36,B,0.25,-0.5,5
44,36,B,0.25,-0.5,6
14,36,B,0.25,-0.5,2
17,36,B,0.25,-0.5,1
27,36,B,0.25,-0.5,5
55,36,B,0.25,-0.5,4
36,36,B,0.25,-0.5,4
5,36,B,0.25,-0.5,1
21,36,B,0.25,-0.5,3
48,36,B,0.25,-0.5,2
23,36,B,0.25,-0.5,3
2,36,B,0.25,-0.5,6
35,36,B,0.25,-0.5,3
1,36,B,0.25,-0.5,5
67,36,B,0.25,-0.5,5
29,36,B,0.25,-0.5,6
52,36,B,0.25,-0.5,3
62,36,B,0.25,-0.5,7
50,36,B,0.25,-0.5,5
4,36,B,0.25,-0.5,4
9,36,B,0.25,-0.5,2
56,36,B,0.25,-0.5,2
49,36,B,0.25,-0.5,3
64,36,B,0.25,-0.5,1
47,36,B,0.25,-0.5,3
68,36,B,0.25,-0.5,1
63,36,B,0.25,-0.5,1
42,36,B,0.25,-0.5,3
31,36,B,0.25,-0.5,7
33,36,B,0.25,-0.5,1
57,36,B,0.25,-0.5,4
25,36,B,0.25,-0.5,4
45,36,B,0.25,-0.5,1
30,36,B,0.25,-0.5,5
18,36,B,0.25,-0.5,4
40,36,B,0.25,-0.5,4
65,36,B,0.25,-0.5,5
66,39,B,0.25,-0.5,5
20,39,B,0.25,-0.5,6
22,39,B,0.25,-0.5,5
69,39,B,0.25,-0.5,5
7,39,B,0.25,-0.5,4
41,39,B,0.25,-0.5,6
60,39,B,0.25,-0.5,5
19,39,B,0.25,-0.5,1
59,39,B,0.25,-0.5,6
15,39,B,0.25,-0.5,6
51,39,B,0.25,-0.5,4
8,39,B,0.25,-0.5,4
32,39,B,0.25,-0.5,5
6,39,B,0.25,-0.5,5
28,39,B,0.25,-0.5,4
10,39,B,0.25,-0.5,6
26,39,B,0.25,-0.5,5
53,39,B,0.25,-0.5,5
46,39,B,0.25,-0.5,5
24,39,B,0.25,-0.5,4
34,39,B,0.25,-0.5,6
16,39,B,0.25,-0.5,4
58,39,B,0.25,-0.5,2
12,39,B,0.25,-0.5,3
39,39,B,0.25,-0.5,5
38,39,B,0.25,-0.5,5
37,39,B,0.25,-0.5,6
43,39,B,0.25,-0.5,2
3,39,B,0.25,-0.5,2
54,39,B,0.25,-0.5,6
11,39,B,0.25,-0.5,2
61,39,B,0.25,-0.5,4
13,39,B,0.25,-0.5,6
70,39,B,0.25,-0.5,7
44,39,B,0.25,-0.5,6
14,39,B,0.25,-0.5,3
17,39,B,0.25,-0.5,2
27,39,B,0.25,-0.5,3
55,39,B,0.25,-0.5,5
36,39,B,0.25,-0.5,6
5,39,B,0.25,-0.5,2
21,39,B,0.25,-0.5,2
48,39,B,0.25,-0.5,2
23,39,B,0.25,-0.5,4
2,39,B,0.25,-0.5,2
35,39,B,0.25,-0.5,3
1,39,B,0.25,-0.5,5
67,39,B,0.25,-0.5,5
29,39,B,0.25,-0.5,6
52,39,B,0.25,-0.5,7
62,39,B,0.25,-0.5,4
