judge,face,cond,C1,C2,rating
10,46,A,-0.5,0,7
26,46,A,-0.5,0,7
53,46,A,-0.5,0,7
46,46,A,-0.5,0,7
24,46,A,-0.5,0,6
34,46,A,-0.5,0,7
16,46,A,-0.5,0,6
58,46,A,-0.5,0,5
12,46,A,-0.5,0,4
39,46,A,-0.5,0,7
38,46,A,-0.5,0,4
37,46,A,-0.5,0,7
43,46,A,-0.5,0,7
3,46,A,-0.5,0,7
54,46,A,-0.5,0,7
11,46,A,-0.5,0,5
61,46,A,-0.5,0,7
13,46,A,-0.5,0,7
70,46,A,-0.5,0,6
44,46,A,-0.5,0,7
14,46,A,-0.5,0,3
17,46,A,-0.5,0,6
27,46,A,-0.5,0,7
55,46,A,-0.5,0,5
36,46,A,-0.5,0,6
5,46,A,-0.5,0,5
21,46,A,-0.5,0,3
48,46,A,-0.5,0,5
23,46,A,-0.5,0,5
2,46,A,-0.5,0,7
35,46,A,-0.5,0,6
1,46,A,-0.5,0,6
67,46,A,-0.5,0,6
29,46,A,-0.5,0,6
52,46,A,-0.5,0,7
62,46,A,-0.5,0,6
50,46,A,-0.5,0,7
4,46,A,-0.5,0,6
9,46,A,-0.5,0,5
56,46,A,-0.5,0,7
49,46,A,-0.5,0,5
64,46,A,-0.5,0,1
47,46,A,-0.5,0,7
68,46,A,-0.5,0,7
63,46,A,-0.5,0,1
42,46,A,-0.5,0,6
31,46,A,-0.5,0,2
33,46,A,-0.5,0,7
57,46,A,-0.5,0,7
25,46,A,-0.5,0,7
45,46,A,-0.5,0,3
30,46,A,-0.5,0,4
18,46,A,-0.5,0,6
40,46,A,-0.5,0,7
65,46,A,-0.5,0,7
66,47,A,-0.5,0,5
20,47,A,-0.5,0,3
22,47,A,-0.5,0,2
69,47,A,-0.5,0,2
7,47,A,-0.5,0,2
41,47,A,-0.5,0,5
60,47,A,-0.5,0,3
19,47,A,-0.5,0,2
59,47,A,-0.5,0,3
15,47,A,-0.5,0,6
51,47,A,-0.5,0,1
8,47,A,-0.5,0,2
32,47,A,-0.5,0,4
6,47,A,-0.5,0,1
28,47,A,-0.5,0,3
10,47,A,-0.5,0,2
26,47,A,-0.5,0,4
53,47,A,-0.5,0,1
46,47,A,-0.5,0,5
24,47,A,-0.5,0,2
34,47,A,-0.5,0,1
16,47,A,-0.5,0,1
58,47,A,-0.5,0,2
12,47,A,-0.5,0,4
39,47,A,-0.5,0,3
38,47,A,-0.5,0,4
37,47,A,-0.5,0,6
43,47,A,-0.5,0,1
3,47,A,-0.5,0,5
54,47,A,-0.5,0,5
11,47,A,-0.5,0,2
61,47,A,-0.5,0,4
13,47,A,-0.5,0,1
70,47,A,-0.5,0,2
44,47,A,-0.5,0,7
14,47,A,-0.5,0,3
17,47,A,-0.5,0,3
27,47,A,-0.5,0,1
55,47,A,-0.5,0,5
36,47,A,-0.5,0,5
5,47,A,-0.5,0,6
21,47,A,-0.5,0,3
48,47,A,-0.5,0,2
23,47,A,-0.5,0,2
2,47,A,-0.5,0,3
35,47,A,-0.5,0,2
1,47,A,-0.5,0,3
67,47,A,-0.5,0,5
29,47,A,-0.5,0,3
52,47,A,-0.5,0,4
62,47,A,-0.5,0,1
50,47,A,-0.5,0,3
4,47,A,-0.5,0,4
9,47,A,-0.5,0,2
56,47,A,-0.5,0,5
49,47,A,-0.5,0,4
64,47,A,-0.5,0,2
47,47,A,-0.5,0,2
68,47,A,-0.5,0,1
63,47,A,-0.5,0,2
42,47,A,-0.5,0,1
31,47,A,-0.5,0,2
33,47,A,-0.5,0,2
57,47,A,-0.5,0,2
25,47,A,-0.5,0,4
45,47,A,-0.5,0,2
30,47,A,-0.5,0,5
18,47,A,-0.5,0,2
40,47,A,-0.5,0,4
65,47,A,-0.5,0,4
66,48,A,-0.5,0,2
20,48,A,-0.5,0,5
22,48,A,-0.5,0,6
69,48,A,-0.5,0,2
7,48,A,-0.5,0,1
41,48,A,-0.5,0,1
60,48,A,-0.5,0,2
19,48,A,-0.5,0,1
59,48,A,-0.5,0,1
15,48,A,-0.5,0,4
51,48,A,-0.5,0,1
8,48,A,-0.5,0,2
32,48,A,-0.5,0,1
6,48,A,-0.5,0,1
28,48,A,-0.5,0,2
10,48,A,-0.5,0,1
26,48,A,-0.5,0,2
53,48,A,-0.5,0,1
46,48,A,-0.5,0,1
24,48,A,-0.5,0,1
34,48,A,-0.5,0,1
16,48,A,-0.5,0,2
58,48,A,-0.5,0,1
12,48,A,-0.5,0,1
39,48,A,-0.5,0,2
38,48,A,-0.5,0,1
37,48,A,-0.5,0,1
43,48,A,-0.5,0,1
3,48,A,-0.5,0,1
54,48,A,-0.5,0,1
11,48,A,-0.5,0,1
61,48,A,-0.5,0,1
13,48,A,-0.5,0,1
70,48,A,-0.5,0,1
44,48,A,-0.5,0,1
14,48,A,-0.5,0,2
17,48,A,-0.5,0,1
27,48,A,-0.5,0,1
55,48,A,-0.5,0,3
36,48,A,-0.5,0,3
5,48,A,-0.5,0,1
21,48,A,-0.5,0,3
48,48,A,-0.5,0,3
23,48,A,-0.5,0,2
2,48,A,-0.5,0,1
35,48,A,-0.5,0,1
1,48,A,-0.5,0,5
67,48,A,-0.5,0,1
29,48,A,-0.5,0,5
52,48,A,-0.5,0,1
62,48,A,-0.5,0,1
50,48,A,-0.5,0,1
4,48,A,-0.5,0,2
9,48,A,-0.5,0,2
56,48,A,-0.5,0,1
49,48,A,-0.5,0,4
64,48,A,-0.5,0,2
47,48,A,-0.5,0,1
68,48,A,-0.5,0,1
63,48,A,-0.5,0,2
42,48,A,-0.5,0,1
31,48,A,-0.5,0,3
33,48,A,-0.5,0,1
57,48,A,-0.5,0,2
25,48,A,-0.5,0,2
45,48,A,-0.5,0,1
30,48,A,-0.5,0,6
18,48,A,-0.5,0,1
40,48,A,-0.5,0,1
65,48,A,-0.5,0,1
66,49,A,-0.5,0,2
20,49,A,-0.5,0,7
22,49,A,-0.5,0,4
69,49,A,-0.5,0,1
7,49,A,-0.5,0,1
41,49,A,-0.5,0,4
60,49,A,-0.5,0,3
19,49,A,-0.5,0,1
59,49,A,-0.5,0,6
15,49,A,-0.5,0,3
51,49,A,-0.5,0,1
8,49,A,-0.5,0,2
32,49,A,-0.5,0,3
6,49,A,-0.5,0,1
28,49,A,-0.5,0,4
10,49,A,-0.5,0,1
26,49,A,-0.5,0,6
53,49,A,-0.5,0,3
46,49,A,-0.5,0,3
24,49,A,-0.5,0,2
34,49,A,-0.5,0,1
16,49,A,-0.5,0,2
58,49,A,-0.5,0,1
12,49,A,-0.5,0,3
39,49,A,-0.5,0,4
38,49,A,-0.5,0,2
37,49,A,-0.5,0,3
43,49,A,-0.5,0,4
3,49,A,-0.5,0,2
54,49,A,-0.5,0,2
11,49,A,-0.5,0,4
61,49,A,-0.5,0,5
13,49,A,-0.5,0,1
70,49,A,-0.5,0,6
44,49,A,-0.5,0,4
14,49,A,-0.5,0,2
17,49,A,-0.5,0,2
27,49,A,-0.5,0,4
55,49,A,-0.5,0,4
36,49,A,-0.5,0,3
5,49,A,-0.5,0,1
21,49,A,-0.5,0,3
48,49,A,-0.5,0,1
23,49,A,-0.5,0,4
2,49,A,-0.5,0,1
35,49,A,-0.5,0,7
1,49,A,-0.5,0,5
67,49,A,-0.5,0,5
29,49,A,-0.5,0,6
52,49,A,-0.5,0,2
62,49,A,-0.5,0,6
50,49,A,-0.5,0,5
4,49,A,-0.5,0,4
9,49,A,-0.5,0,3
56,49,A,-0.5,0,5
49,49,A,-0.5,0,5
64,49,A,-0.5,0,1
47,49,A,-0.5,0,3
68,49,A,-0.5,0,1
63,49,A,-0.5,0,2
42,49,A,-0.5,0,3
31,49,A,-0.5,0,3
33,49,A,-0.5,0,1
57,49,A,-0.5,0,1
25,49,A,-0.5,0,4
45,49,A,-0.5,0,3
30,49,A,-0.5,0,5
18,49,A,-0.5,0,3
40,49,A,-0.5,0,5
65,49,A,-0.5,0,2
66,50,A,-0.5,0,4
20,50,A,-0.5,0,6
22,50,A,-0.5,0,4
69,50,A,-0.5,0,5
7,50,A,-0.5,0,2
41,50,A,-0.5,0,6
60,50,A,-0.5,0,1
19,50,A,-0.5,0,1
59,50,A,-0.5,0,7
15,50,A,-0.5,0,7
51,50,A,-0.5,0,4
8,50,A,-0.5,0,5
32,50,A,-0.5,0,2
6,50,A,-0.5,0,2
28,50,A,-0.5,0,3
10,50,A,-0.5,0,4
26,50,A,-0.5,0,3
53,50,A,-0.5,0,4
46,50,A,-0.5,0,3
24,50,A,-0.5,0,2
34,50,A,-0.5,0,1
16,50,A,-0.5,0,1
58,50,A,-0.5,0,2
12,50,A,-0.5,0,4
39,50,A,-0.5,0,4
38,50,A,-0.5,0,4
37,50,A,-0.5,0,5
43,50,A,-0.5,0,4
3,50,A,-0.5,0,2
54,50,A,-0.5,0,5
11,50,A,-0.5,0,2
61,50,A,-0.5,0,5
13,50,A,-0.5,0,4
70,50,A,-0.5,0,7
44,50,A,-0.5,0,7
14,50,A,-0.5,0,2
17,50,A,-0.5,0,4
27,50,A,-0.5,0,2
55,50,A,-0.5,0,4
36,50,A,-0.5,0,3
5,50,A,-0.5,0,6
21,50,A,-0.5,0,4
48,50,A,-0.5,0,1
23,50,A,-0.5,0,3
2,50,A,-0.5,0,7
35,50,A,-0.5,0,4
1,50,A,-0.5,0,5
67,50,A,-0.5,0,6
29,50,A,-0.5,0,6
52,50,A,-0.5,0,6
62,50,A,-0.5,0,6
50,50,A,-0.5,0,5
4,50,A,-0.5,0,4
9,50,A,-0.5,0,3
56,50,A,-0.5,0,2
49,50,A,-0.5,0,5
64,50,A,-0.5,0,2
47,50,A,-0.5,0,5
68,50,A,-0.5,0,1
63,50,A,-0.5,0,2
42,50,A,-0.5,0,5
31,50,A,-0.5,0,7
33,50,A,-0.5,0,3
57,50,A,-0.5,0,6
25,50,A,-0.5,0,4
45,50,A,-0.5,0,1
30,50,A,-0.5,0,5
18,50,A,-0.5,0,2
40,50,A,-0.5,0,4
65,50,A,-0.5,0,3
66,51,A,-0.5,0,3
20,51,A,-0.5,0,2
22,51,A,-0.5,0,5
69,51,A,-0.5,0,2
7,51,A,-0.5,0,3
41,51,A,-0.5,0,4
60,51,A,-0.5,0,4
19,51,A,-0.5,0,1
59,51,A,-0.5,0,6
15,51,A,-0.5,0,5
51,51,A,-0.5,0,1
8,51,A,-0.5,0,2
32,51,A,-0.5,0,3
6,51,A,-0.5,0,1
28,51,A,-0.5,0,2
10,51,A,-0.5,0,3
26,51,A,-0.5,0,5
53,51,A,-0.5,0,3
46,51,A,-0.5,0,2
24,51,A,-0.5,0,2
34,51,A,-0.5,0,1
16,51,A,-0.5,0,1
58,51,A,-0.5,0,2
12,51,A,-0.5,0,2
39,51,A,-0.5,0,4
38,51,A,-0.5,0,3
37,51,A,-0.5,0,1
43,51,A,-0.5,0,5
3,51,A,-0.5,0,2
54,51,A,-0.5,0,4
11,51,A,-0.5,0,2
61,51,A,-0.5,0,5
13,51,A,-0.5,0,1
70,51,A,-0.5,0,1
44,51,A,-0.5,0,2
14,51,A,-0.5,0,2
17,51,A,-0.5,0,1
27,51,A,-0.5,0,3
55,51,A,-0.5,0,5
36,51,A,-0.5,0,5
5,51,A,-0.5,0,6
21,51,A,-0.5,0,3
48,51,A,-0.5,0,1
23,51,A,-0.5,0,2
2,51,A,-0.5,0,4
35,51,A,-0.5,0,4
1,51,A,-0.5,0,5
67,51,A,-0.5,0,5
29,51,A,-0.5,0,3
52,51,A,-0.5,0,4
62,51,A,-0.5,0,7
50,51,A,-0.5,0,5
4,51,A,-0.5,0,6
9,51,A,-0.5,0,3
56,51,A,-0.5,0,1
49,51,A,-0.5,0,4
64,51,A,-0.5,0,3
47,51,A,-0.5,0,5
68,51,A,-0.5,0,1
63,51,A,-0.5,0,3
42,51,A,-0.5,0,6
31,51,A,-0.5,0,3
33,51,A,-0.5,0,1
57,51,A,-0.5,0,2
25,51,A,-0.5,0,4
45,51,A,-0.5,0,1
30,51,A,-0.5,0,5
18,51,A,-0.5,0,3
40,51,A,-0.5,0,6
65,51,A,-0.5,0,4
66,56,A,-0.5,0,3
20,56,A,-0.5,0,6
22,56,A,-0.5,0,6
69,56,A,-0.5,0,5
7,56,A,-0.5,0,1
41,56,A,-0.5,0,6
60,56,A,-0.5,0,3
19,56,A,-0.5,0,2
59,56,A,-0.5,0,7
15,56,A,-0.5,0,7
51,56,A,-0.5,0,5
8,56,A,-0.5,0,4
32,56,A,-0.5,0,5
6,56,A,-0.5,0,5
28,56,A,-0.5,0,4
10,56,A,-0.5,0,6
26,56,A,-0.5,0,5
53,56,A,-0.5,0,2
46,56,A,-0.5,0,5
24,56,A,-0.5,0,6
34,56,A,-0.5,0,7
16,56,A,-0.5,0,6
58,56,A,-0.5,0,5
12,56,A,-0.5,0,5
39,56,A,-0.5,0,6
38,56,A,-0.5,0,5
37,56,A,-0.5,0,3
43,56,A,-0.5,0,6
3,56,A,-0.5,0,7
54,56,A,-0.5,0,7
11,56,A,-0.5,0,3
61,56,A,-0.5,0,5
13,56,A,-0.5,0,2
70,56,A,-0.5,0,6
44,56,A,-0.5,0,6
14,56,A,-0.5,0,2
17,56,A,-0.5,0,2
27,56,A,-0.5,0,4
55,56,A,-0.5,0,3
36,56,A,-0.5,0,4
5,56,A,-0.5,0,5
21,56,A,-0.5,0,3
48,56,A,-0.5,0,1
23,56,A,-0.5,0,4
2,56,A,-0.5,0,1
35,56,A,-0.5,0,3
1,56,A,-0.5,0,7
67,56,A,-0.5,0,6
29,56,A,-0.5,0,6
52,56,A,-0.5,0,3
62,56,A,-0.5,0,6
50,56,A,-0.5,0,6
4,56,A,-0.5,0,5
9,56,A,-0.5,0,3
56,56,A,-0.5,0,6
49,56,A,-0.5,0,5
64,56,A,-0.5,0,2
47,56,A,-0.5,0,5
68,56,A,-0.5,0,5
63,56,A,-0.5,0,2
42,56,A,-0.5,0,6
31,56,A,-0.5,0,7
33,56,A,-0.5,0,2
57,56,A,-0.5,0,4
25,56,A,-0.5,0,5
45,56,A,-0.5,0,2
30,56,A,-0.5,0,5
18,56,A,-0.5,0,6
40,56,A,-0.5,0,6
65,56,A,-0.5,0,4
66,57,A,-0.5,0,4
20,57,A,-0.5,0,7
22,57,A,-0.5,0,1
69,57,A,-0.5,0,5
7,57,A,-0.5,0,2
41,57,A,-0.5,0,4
60,57,A,-0.5,0,1
19,57,A,-0.5,0,1
59,57,A,-0.5,0,3
15,57,A,-0.5,0,3
51,57,A,-0.5,0,1
8,57,A,-0.5,0,1
32,57,A,-0.5,0,1
6,57,A,-0.5,0,1
28,57,A,-0.5,0,3
10,57,A,-0.5,0,2
26,57,A,-0.5,0,5
53,57,A,-0.5,0,1
46,57,A,-0.5,0,2
24,57,A,-0.5,0,2
34,57,A,-0.5,0,1
16,57,A,-0.5,0,1
58,57,A,-0.5,0,1
12,57,A,-0.5,0,1
39,57,A,-0.5,0,5
38,57,A,-0.5,0,5
37,57,A,-0.5,0,3
43,57,A,-0.5,0,2
3,57,A,-0.5,0,1
54,57,A,-0.5,0,1
11,57,A,-0.5,0,4
61,57,A,-0.5,0,2
13,57,A,-0.5,0,1
70,57,A,-0.5,0,5
44,57,A,-0.5,0,4
14,57,A,-0.5,0,2
17,57,A,-0.5,0,2
27,57,A,-0.5,0,1
55,57,A,-0.5,0,3
36,57,A,-0.5,0,5
5,57,A,-0.5,0,4
21,57,A,-0.5,0,3
48,57,A,-0.5,0,1
23,57,A,-0.5,0,3
2,57,A,-0.5,0,3
35,57,A,-0.5,0,4
1,57,A,-0.5,0,5
67,57,A,-0.5,0,3
29,57,A,-0.5,0,6
52,57,A,-0.5,0,4
62,57,A,-0.5,0,1
50,57,A,-0.5,0,2
4,57,A,-0.5,0,4
9,57,A,-0.5,0,3
56,57,A,-0.5,0,4
49,57,A,-0.5,0,4
64,57,A,-0.5,0,2
47,57,A,-0.5,0,3
68,57,A,-0.5,0,1
63,57,A,-0.5,0,2
42,57,A,-0.5,0,2
31,57,A,-0.5,0,2
33,57,A,-0.5,0,1
57,57,A,-0.5,0,4
25,57,A,-0.5,0,4
45,57,A,-0.5,0,2
30,57,A,-0.5,0,5
18,57,A,-0.5,0,1
40,57,A,-0.5,0,5
65,57,A,-0.5,0,1
66,61,A,-0.5,0,5
20,61,A,-0.5,0,4
22,61,A,-0.5,0,3
69,61,A,-0.5,0,5
7,61,A,-0.5,0,2
41,61,A,-0.5,0,7
60,61,A,-0.5,0,5
19,61,A,-0.5,0,2
59,61,A,-0.5,0,7
15,61,A,-0.5,0,5
51,61,A,-0.5,0,6
8,61,A,-0.5,0,4
32,61,A,-0.5,0,4
6,61,A,-0.5,0,6
28,61,A,-0.5,0,4
10,61,A,-0.5,0,7
26,61,A,-0.5,0,6
53,61,A,-0.5,0,1
46,61,A,-0.5,0,6
24,61,A,-0.5,0,4
34,61,A,-0.5,0,5
16,61,A,-0.5,0,2
58,61,A,-0.5,0,3
12,61,A,-0.5,0,5
39,61,A,-0.5,0,5
38,61,A,-0.5,0,3
37,61,A,-0.5,0,6
43,61,A,-0.5,0,7
3,61,A,-0.5,0,5
54,61,A,-0.5,0,6
11,61,A,-0.5,0,3
61,61,A,-0.5,0,4
13,61,A,-0.5,0,6
70,61,A,-0.5,0,6
44,61,A,-0.5,0,6
14,61,A,-0.5,0,3
17,61,A,-0.5,0,4
27,61,A,-0.5,0,6
55,61,A,-0.5,0,3
36,61,A,-0.5,0,5
5,61,A,-0.5,0,1
21,61,A,-0.5,0,4
48,61,A,-0.5,0,4
23,61,A,-0.5,0,2
2,61,A,-0.5,0,6
35,61,A,-0.5,0,6
1,61,A,-0.5,0,6
67,61,A,-0.5,0,5
29,61,A,-0.5,0,6
52,61,A,-0.5,0,7
62,61,A,-0.5,0,5
50,61,A,-0.5,0,6
4,61,A,-0.5,0,4
9,61,A,-0.5,0,5
56,61,A,-0.5,0,4
49,61,A,-0.5,0,6
64,61,A,-0.5,0,2
47,61,A,-0.5,0,5
68,61,A,-0.5,0,5
63,61,A,-0.5,0,1
42,61,A,-0.5,0,1
31,61,A,-0.5,0,7
33,61,A,-0.5,0,5
57,61,A,-0.5,0,5
25,61,A,-0.5,0,4
45,61,A,-0.5,0,3
30,61,A,-0.5,0,6
18,61,A,-0.5,0,6
40,61,A,-0.5,0,5
65,61,A,-0.5,0,3
66,66,B,0.25,-0.5,2
20,66,B,0.25,-0.5,6
22,66,B,0.25,-0.5,5
69,66,B,0.25,-0.5,2
7,66,B,0.25,-0.5,2
41,66,B,0.25,-0.5,5
60,66,B,0.25,-0.5,3
19,66,B,0.25,-0.5,2
59,66,B,0.25,-0.5,5
15,66,B,0.25,-0.5,6
51,66,B,0.25,-0.5,5
8,66,B,0.25,-0.5,3
32,66,B,0.25,-0.5,2
6,66,B,0.25,-0.5,4
28,66,B,0.25,-0.5,3
10,66,B,0.25,-0.5,3
26,66,B,0.25,-0.5,4
53,66,B,0.25,-0.5,1
46,66,B,0.25,-0.5,2
24,66,B,0.25,-0.5,2
34,66,B,0.25,-0.5,5
16,66,B,0.25,-0.5,1
58,66,B,0.25,-0.5,3
12,66,B,0.25,-0.5,3
39,66,B,0.25,-0.5,6
38,66,B,0.25,-0.5,2
37,66,B,0.25,-0.5,5
43,66,B,0.25,-0.5,2
3,66,B,0.25,-0.5,1
54,66,B,0.25,-0.5,2
11,66,B,0.25,-0.5,3
61,66,B,0.25,-0.5,5
13,66,B,0.25,-0.5,2
70,66,B,0.25,-0.5,5
44,66,B,0.25,-0.5,6
14,66,B,0.25,-0.5,2
17,66,B,0.25,-0.5,3
27,66,B,0.25,-0.5,6
55,66,B,0.25,-0.5,4
36,66,B,0.25,-0.5,4
5,66,B,0.25,-0.5,2
21,66,B,0.25,-0.5,3
48,66,B,0.25,-0.5,1
23,66,B,0.25,-0.5,3
2,66,B,0.25,-0.5,4
35,66,B,0.25,-0.5,5
1,66,B,0.25,-0.5,5
67,66,B,0.25,-0.5,2
29,66,B,0.25,-0.5,5
52,66,B,0.25,-0.5,6
62,66,B,0.25,-0.5,5
50,66,B,0.25,-0.5,3
4,66,B,0.25,-0.5,3
9,66,B,0.25,-0.5,3
56,66,B,0.25,-0.5,6
49,66,B,0.25,-0.5,2
64,66,B,0.25,-0.5,1
47,66,B,0.25,-0.5,4
68,66,B,0.25,-0.5,1
63,66,B,0.25,-0.5,2
42,66,B,0.25,-0.5,3
31,66,B,0.25,-0.5,3
33,66,B,0.25,-0.5,1
57,66,B,0.25,-0.5,6
25,66,B,0.25,-0.5,5
45,66,B,0.25,-0.5,4
30,66,B,0.25,-0.5,5
18,66,B,0.25,-0.5,5
40,66,B,0.25,-0.5,4
65,66,B,0.25,-0.5,3
66,1,B,0.25,-0.5,4
20,1,B,0.25,-0.5,3
22,1,B,0.25,-0.5,6
69,1,B,0.25,-0.5,4
7,1,B,0.25,-0.5,2
41,1,B,0.25,-0.5,4
60,1,B,0.25,-0.5,4
19,1,B,0.25,-0.5,1
59,1,B,0.25,-0.5,5
15,1,B,0.25,-0.5,6
51,1,B,0.25,-0.5,6
8,1,B,0.25,-0.5,3
32,1,B,0.25,-0.5,3
6,1,B,0.25,-0.5,1
28,1,B,0.25,-0.5,2
10,1,B,0.25,-0.5,1
26,1,B,0.25,-0.5,4
53,1,B,0.25,-0.5,5
46,1,B,0.25,-0.5,4
24,1,B,0.25,-0.5,2
34,1,B,0.25,-0.5,1
16,1,B,0.25,-0.5,2
58,1,B,0.25,-0.5,1
12,1,B,0.25,-0.5,3
39,1,B,0.25,-0.5,3
38,1,B,0.25,-0.5,3
37,1,B,0.25,-0.5,3
43,1,B,0.25,-0.5,3
3,1,B,0.25,-0.5,4
54,1,B,0.25,-0.5,1
11,1,B,0.25,-0.5,2
61,1,B,0.25,-0.5,6
13,1,B,0.25,-0.5,4
70,1,B,0.25,-0.5,1
44,1,B,0.25,-0.5,6
14,1,B,0.25,-0.5,2
17,1,B,0.25,-0.5,4
27,1,B,0.25,-0.5,2
55,1,B,0.25,-0.5,5
36,1,B,0.25,-0.5,3
5,1,B,0.25,-0.5,2
21,1,B,0.25,-0.5,2
48,1,B,0.25,-0.5,1
23,1,B,0.25,-0.5,2
2,1,B,0.25,-0.5,6
35,1,B,0.25,-0.5,5
1,1,B,0.25,-0.5,6
67,1,B,0.25,-0.5,4
29,1,B,0.25,-0.5,6
52,1,B,0.25,-0.5,2
62,1,B,0.25,-0.5,5
50,1,B,0.25,-0.5,5
4,1,B,0.25,-0.5,5
9,1,B,0.25,-0.5,3
56,1,B,0.25,-0.5,3
49,1,B,0.25,-0.5,2
64,1,B,0.25,-0.5,2
47,1,B,0.25,-0.5,5
68,1,B,0.25,-0.5,1
63,1,B,0.25,-0.5,1
42,1,B,0.25,-0.5,5
31,1,B,0.25,-0.5,4
33,1,B,0.25,-0.5,1
57,1,B,0.25,-0.5,3
25,1,B,0.25,-0.5,2
45,1,B,0.25,-0.5,2
30,1,B,0.25,-0.5,5
18,1,B,0.25,-0.5,5
40,1,B,0.25,-0.5,4
65,1,B,0.25,-0.5,1
66,6,B,0.25,-0.5,6
20,6,B,0.25,-0.5,7
22,6,B,0.25,-0.5,7
69,6,B,0.25,-0.5,5
7,6,B,0.25,-0.5,2
41,6,B,0.25,-0.5,4
60,6,B,0.25,-0.5,4
19,6,B,0.25,-0.5,1
59,6,B,0.25,-0.5,5
15,6,B,0.25,-0.5,5
51,6,B,0.25,-0.5,5
8,6,B,0.25,-0.5,4
32,6,B,0.25,-0.5,5
6,6,B,0.25,-0.5,1
28,6,B,0.25,-0.5,4
10,6,B,0.25,-0.5,2
26,6,B,0.25,-0.5,7
53,6,B,0.25,-0.5,4
46,6,B,0.25,-0.5,5
24,6,B,0.25,-0.5,2
34,6,B,0.25,-0.5,5
16,6,B,0.25,-0.5,1
58,6,B,0.25,-0.5,1
12,6,B,0.25,-0.5,4
39,6,B,0.25,-0.5,2
38,6,B,0.25,-0.5,5
37,6,B,0.25,-0.5,3
43,6,B,0.25,-0.5,4
3,6,B,0.25,-0.5,7
54,6,B,0.25,-0.5,6
11,6,B,0.25,-0.5,3
61,6,B,0.25,-0.5,3
13,6,B,0.25,-0.5,4
70,6,B,0.25,-0.5,6
44,6,B,0.25,-0.5,6
14,6,B,0.25,-0.5,3
17,6,B,0.25,-0.5,3
27,6,B,0.25,-0.5,1
55,6,B,0.25,-0.5,4
36,6,B,0.25,-0.5,6
5,6,B,0.25,-0.5,1
21,6,B,0.25,-0.5,2
48,6,B,0.25,-0.5,2
23,6,B,0.25,-0.5,2
2,6,B,0.25,-0.5,5
35,6,B,0.25,-0.5,3
1,6,B,0.25,-0.5,5
67,6,B,0.25,-0.5,6
29,6,B,0.25,-0.5,4
52,6,B,0.25,-0.5,5
62,6,B,0.25,-0.5,7
50,6,B,0.25,-0.5,6
4,6,B,0.25,-0.5,5
9,6,B,0.25,-0.5,2
56,6,B,0.25,-0.5,7
49,6,B,0.25,-0.5,3
64,6,B,0.25,-0.5,2
47,6,B,0.25,-0.5,4
68,6,B,0.25,-0.5,4
63,6,B,0.25,-0.5,3
42,6,B,0.25,-0.5,4
31,6,B,0.25,-0.5,3
33,6,B,0.25,-0.5,3
57,6,B,0.25,-0.5,3
25,6,B,0.25,-0.5,4
45,6,B,0.25,-0.5,2
30,6,B,0.25,-0.5,4
18,6,B,0.25,-0.5,6
40,6,B,0.25,-0.5,5
65,6,B,0.25,-0.5,4
66,7,B,0.25,-0.5,4
20,7,B,0.25,-0.5,6
22,7,B,0.25,-0.5,6
69,7,B,0.25,-0.5,6
7,7,B,0.25,-0.5,2
41,7,B,0.25,-0.5,2
60,7,B,0.25,-0.5,4
19,7,B,0.25,-0.5,4
59,7,B,0.25,-0.5,6
15,7,B,0.25,-0.5,6
51,7,B,0.25,-0.5,5
8,7,B,0.25,-0.5,5
32,7,B,0.25,-0.5,5
6,7,B,0.25,-0.5,1
28,7,B,0.25,-0.5,2
10,7,B,0.25,-0.5,2
26,7,B,0.25,-0.5,6
53,7,B,0.25,-0.5,3
46,7,B,0.25,-0.5,4
24,7,B,0.25,-0.5,4
34,7,B,0.25,-0.5,6
16,7,B,0.25,-0.5,4
58,7,B,0.25,-0.5,1
12,7,B,0.25,-0.5,4
39,7,B,0.25,-0.5,3
38,7,B,0.25,-0.5,2
37,7,B,0.25,-0.5,4
43,7,B,0.25,-0.5,3
3,7,B,0.25,-0.5,5
54,7,B,0.25,-0.5,5
11,7,B,0.25,-0.5,3
61,7,B,0.25,-0.5,5
13,7,B,0.25,-0.5,2
70,7,B,0.25,-0.5,6
44,7,B,0.25,-0.5,6
14,7,B,0.25,-0.5,2
17,7,B,0.25,-0.5,5
27,7,B,0.25,-0.5,4
55,7,B,0.25,-0.5,4
36,7,B,0.25,-0.5,3
5,7,B,0.25,-0.5,1
21,7,B,0.25,-0.5,2
48,7,B,0.25,-0.5,1
23,7,B,0.25,-0.5,2
2,7,B,0.25,-0.5,3
35,7,B,0.25,-0.5,6
1,7,B,0.25,-0.5,5
67,7,B,0.25,-0.5,2
29,7,B,0.25,-0.5,6
52,7,B,0.25,-0.5,6
62,7,B,0.25,-0.5,6
50,7,B,0.25,-0.5,6
4,7,B,0.25,-0.5,5
9,7,B,0.25,-0.5,2
56,7,B,0.25,-0.5,6
49,7,B,0.25,-0.5,3
64,7,B,0.25,-0.5,3
47,7,B,0.25,-0.5,4
68,7,B,0.25,-0.5,1
63,7,B,0.25,-0.5,2
42,7,B,0.25,-0.5,3
31,7,B,0.25,-0.5,3
33,7,B,0.25,-0.5,5
57,7,B,0.25,-0.5,6
25,7,B,0.25,-0.5,4
45,7,B,0.25,-0.5,1
30,7,B,0.25,-0.5,5
18,7,B,0.25,-0.5,6
40,7,B,0.25,-0.5,5
